ID,Line_EN,Station,Station_EN,Component_EN,Occurrence Date,Installation Date,Year,Month,YearMonth,Season,Days Since Installation,Months Since Installation,Years Since Installation,Average Daily Ridership,Ridership_Category,Location_Type_EN,Station_Daily_Runs,Station_Daily_Runs_Category,Manufacturer,Supplier,LineStation,LineStation_EN,LineStation_Failure_Count,PlatformDoor,PlatformDoor_Failure_Count,Platform_Number,Door_Number,Door_Position,Component
8258,Gyeonggang Line,부발,Bubal,Open/Close Sensor,2024-08-14,2016-09-15,2024,8,2024-08,Summer,2890,96.33333333,7.917808219,3161,Low,Above Ground,61,Low,Unknown,현대무벡스,경강선_부발,Gyeonggang Line_Bubal,48,1번홈_1-2,112.0,1.0,1.0,2.0,열림/닫힘센서
8259,Gyeonggang Line,세종대왕릉,Sejong Great King's Tomb,Open/Close Sensor,2024-08-14,2016-09-15,2024,8,2024-08,Summer,2890,96.33333333,7.917808219,486,Low,Above Ground,46,Low,Unknown,현대무벡스,경강선_세종대왕릉,Gyeonggang Line_Sejong Great King's Tomb,46,2번홈_3-4,74.0,2.0,3.0,4.0,열림/닫힘센서
8260,Gyeonggang Line,세종대왕릉,Sejong Great King's Tomb,Open/Close Sensor,2024-08-15,2016-09-15,2024,8,2024-08,Summer,2891,96.36666667,7.920547945,486,Low,Above Ground,46,Low,Unknown,현대무벡스,경강선_세종대왕릉,Gyeonggang Line_Sejong Great King's Tomb,46,2번홈_3-4,74.0,2.0,3.0,4.0,열림/닫힘센서
8261,Gyeonggang Line,이천,Icheon,Open/Close Sensor,2024-08-16,2016-09-15,2024,8,2024-08,Summer,2892,96.4,7.923287671,4022,Low,Above Ground,61,Low,Unknown,현대무벡스,경강선_이천,Gyeonggang Line_Icheon,37,2번홈_1-4,134.0,2.0,1.0,4.0,열림/닫힘센서
8262,Gyeonggang Line,세종대왕릉,Sejong Great King's Tomb,Open/Close Sensor,2024-08-17,2016-09-15,2024,8,2024-08,Summer,2893,96.43333333,7.926027397,486,Low,Above Ground,46,Low,Unknown,현대무벡스,경강선_세종대왕릉,Gyeonggang Line_Sejong Great King's Tomb,46,2번홈_2-2,92.0,2.0,2.0,2.0,열림/닫힘센서
8263,Gyeonggang Line,초월,Chowol,Open/Close Sensor,2024-08-19,2016-09-15,2024,8,2024-08,Summer,2895,96.5,7.931506849,4561,Low,Underground,61,Low,Unknown,현대무벡스,경강선_초월,Gyeonggang Line_Chowol,17,2번홈_2-4,94.0,2.0,2.0,4.0,열림/닫힘센서
8264,Bundang Line,대모산입구,Daemosan Entrance,Electrical Stop,2024-08-21,2017-12-15,2024,8,2024-08,Summer,2441,81.36666667,6.687671233,8426,Medium-Low,Underground,168,Medium-High,Unknown,비츠로시스,분당선_대모산입구,Bundang Line_Daemosan Entrance,9,1번홈_3-4,97.0,1.0,3.0,4.0,전기정
8265,Gyeonggang Line,세종대왕릉,Sejong Great King's Tomb,Open/Close Sensor,2024-08-24,2016-09-15,2024,8,2024-08,Summer,2900,96.66666667,7.945205479,486,Low,Above Ground,46,Low,Unknown,현대무벡스,경강선_세종대왕릉,Gyeonggang Line_Sejong Great King's Tomb,46,1번홈_2-3,101.0,1.0,2.0,3.0,열림/닫힘센서
8266,Gyeonggang Line,이천,Icheon,Open/Close Sensor,2024-08-25,2016-09-15,2024,8,2024-08,Summer,2901,96.7,7.947945205,4022,Low,Above Ground,61,Low,Unknown,현대무벡스,경강선_이천,Gyeonggang Line_Icheon,37,1번홈_1-2,112.0,1.0,1.0,2.0,열림/닫힘센서
8267,Bundang Line,서울숲,Seoul Forest,DCU,2024-08-31,2012-10-15,2024,8,2024-08,Summer,4338,144.6,11.88493151,19582,Medium-High,Underground,168,Medium-High,TBR,GS네오텍,분당선_서울숲,Bundang Line_Seoul Forest,53,2번홈_2-2,92.0,2.0,2.0,2.0,DCU
8268,Janghang Line,탕정,Tangjeong,Electrical Stop,2024-08-04,2021-10-15,2024,8,2024-08,Summer,1024,34.13333333,2.805479452,1794,Low,Above Ground,42,Low,Unknown,삼중테크,장항선_탕정,Janghang Line_Tangjeong,8,1번홈_10-4,81.0,1.0,10.0,4.0,전기정
8269,Jungnang Line,앙성온천,Angseong Hot Spring,DCU,2024-08-02,2021-12-15,2024,8,2024-08,Summer,961,32.03333333,2.632876712,73,Low,Above Ground,4,Low,아트웨어,현대무벡스,중부내륙선_앙성온천,Jungnang Line_Angseong Hot Spring,3,1번홈_5-1,85.0,1.0,5.0,1.0,DCU
8270,Gyeongui Line,강매,Gangmae,Electrical Stop,2024-09-05,2018-01-15,2024,9,2024-09,Fall,2425,80.83333333,6.643835616,4351,Low,Above Ground,78,Low,Unknown,우진산전,경의선_강매,Gyeongui Line_Gangmae,44,4번홈_6-2,44.0,4.0,6.0,2.0,전기정
8271,Gyeongui Line,DMC,DMC,Electrical Stop,2024-09-03,2018-01-15,2024,9,2024-09,Fall,2423,80.76666667,6.638356164,6446,Low,Above Ground,85,Medium-Low,Unknown,우진산전,경의선_DMC,Gyeongui Line_DMC,93,4번홈_2-1,58.0,4.0,2.0,1.0,전기정
8272,Seohae Line,원종,Wonjong,Electrical Stop,2024-09-05,2023-07-15,2024,9,2024-09,Fall,418,13.93333333,1.145205479,6699,Medium-Low,Underground,86,Medium-Low,Unknown,현대무벡스,서해선_원종,Seohae Line_Wonjong,6,2번홈_2-4,94.0,2.0,2.0,4.0,전기정
8273,Gyeongui Line,DMC,DMC,Electrical Stop,2024-09-06,2018-01-15,2024,9,2024-09,Fall,2426,80.86666667,6.646575342,6446,Low,Above Ground,85,Medium-Low,Unknown,우진산전,경의선_DMC,Gyeongui Line_DMC,93,4번홈_5-4,40.0,4.0,5.0,4.0,전기정
8274,Gyeongui Line,한국항공대,Korea Aerospace University,Electrical Stop,2024-09-07,2017-12-15,2024,9,2024-09,Fall,2458,81.93333333,6.734246575,3275,Low,Above Ground,78,Low,Unknown,우진산전,경의선_한국항공대,Gyeongui Line_Korea Aerospace University,47,4번홈_5-4,40.0,4.0,5.0,4.0,전기정
8275,Gyeongui Line,강매,Gangmae,Motor,2024-09-09,2018-01-15,2024,9,2024-09,Fall,2429,80.96666667,6.654794521,4351,Low,Above Ground,79,Low,dunkern,우진산전,경의선_강매,Gyeongui Line_Gangmae,44,2번홈_1-2,121.0,2.0,1.0,2.0,모터
8276,Gyeongui Line,수색,Susaek,Electrical Stop,2024-09-10,2018-02-15,2024,9,2024-09,Fall,2399,79.96666667,6.57260274,4137,Low,Above Ground,81,Low,Unknown,우진산전,경의선_수색,Gyeongui Line_Susaek,97,5번홈_4-4,8.0,5.0,4.0,4.0,전기정
8277,Gyeongui Line,수색,Susaek,Motor,2024-09-13,2018-02-15,2024,9,2024-09,Fall,2402,80.06666667,6.580821918,4137,Low,Above Ground,81,Low,dunkern,우진산전,경의선_수색,Gyeongui Line_Susaek,97,5번홈_2-2,7.0,5.0,2.0,2.0,모터
8278,Gyeongwon Line,용산,Yongsan,Electrical Stop,2024-09-13,2010-12-15,2024,9,2024-09,Fall,5021,167.3666667,13.75616438,61873,High,Above Ground,329,High,Unknown,현대무벡스,경원선_용산,Gyeongwon Line_Yongsan,55,2번홈_2-2,92.0,2.0,2.0,2.0,전기정
8279,Gyeongwon Line,이촌,Ichon,Electrical Stop,2024-09-18,2020-08-15,2024,9,2024-09,Fall,1495,49.83333333,4.095890411,9956,Medium-Low,Above Ground,89,Medium-Low,Unknown,HDC,경원선_이촌,Gyeongwon Line_Ichon,40,1번홈_3-3,101.0,1.0,3.0,3.0,전기정
8280,Gyeongbu Line,남영,Namyeong,Motor,2024-09-20,2014-03-15,2024,9,2024-09,Fall,3842,128.0666667,10.5260274,13231,Medium-Low,Above Ground,236,High,dunkern,삼중테크,경부선_남영,Gyeongbu Line_Namyeong,162,2번홈_5-2,109.0,2.0,5.0,2.0,모터
8281,Gyeongbu Line,용산,Yongsan,Emergency Door Sensor,2024-09-26,2015-06-15,2024,9,2024-09,Fall,3391,113.0333333,9.290410959,61873,High,Above Ground,329,High,Unknown,포스코ICT,경부선_용산,Gyeongbu Line_Yongsan,51,4번홈_9-2,29.0,4.0,9.0,2.0,비상문센서
8282,Seohae Line,부천종합운동장,Bucheon Stadium,Motor,2024-09-29,2023-07-15,2024,9,2024-09,Fall,442,14.73333333,1.210958904,5867,Low,Underground,86,Medium-Low,현대무벡스,현대무벡스,서해선_부천종합운동장,Seohae Line_Bucheon Stadium,2,1번홈_2-3,101.0,1.0,2.0,3.0,모터
8283,Seohae Line,원종,Wonjong,Motor,2024-09-29,2023-07-15,2024,9,2024-09,Fall,442,14.73333333,1.210958904,6699,Medium-Low,Underground,86,Medium-Low,현대무벡스,현대무벡스,서해선_원종,Seohae Line_Wonjong,6,2번홈_1-2',1.0,2.0,1.0,0.0,모터
8284,Seohae Line,대곡,Daegok,Motor,2024-09-01,2018-02-15,2024,9,2024-09,Fall,2390,79.66666667,6.547945205,3815,Low,Above Ground,81,Low,dunkern,우진산전,서해선_대곡,Seohae Line_Daegok,17,2번홈_3-4,74.0,2.0,3.0,4.0,모터
8285,Ilsan Line,마두,Madu,DCU,2024-09-02,2022-11-15,2024,9,2024-09,Fall,657,21.9,1.8,10783,Medium-Low,Underground,132,Medium-High,비츠로시스,비츠로시스,일산선_마두,Ilsan Line_Madu,30,2번홈_2-2,92.0,2.0,2.0,2.0,DCU
8286,Gyeongui Line,일산,Ilsan,Electrical Stop,2024-09-03,2017-11-15,2024,9,2024-09,Fall,2484,82.8,6.805479452,13906,Medium-High,Above Ground,81,Low,Unknown,GS네오텍,경의선_일산,Gyeongui Line_Ilsan,27,4번홈_3-4,31.0,4.0,3.0,4.0,전기정
8287,Ilsan Line,삼송,Samsong,Electrical Stop,2024-09-04,2016-11-15,2024,9,2024-09,Fall,2850,95.0,7.808219178,30046,High,Underground,132,Medium-High,Unknown,GS네오텍,일산선_삼송,Ilsan Line_Samsong,54,1번홈_6-4,98.0,1.0,6.0,4.0,전기정
8288,Gyeongui Line,백마,Baengma,Electrical Stop,2024-09-06,2020-08-15,2024,9,2024-09,Fall,1483,49.43333333,4.063013699,9648,Medium-Low,Above Ground,81,Low,Unknown,우진산전,경의선_백마,Gyeongui Line_Baengma,41,4번홈_6-4,33.0,4.0,6.0,4.0,전기정
8289,Gyeongui Line,야당,Yadang,Open/Close Sensor,2024-09-08,2015-10-15,2024,9,2024-09,Fall,3251,108.3666667,8.906849315,10944,Medium-Low,Above Ground,74,Low,Unknown,현대무벡스,경의선_야당,Gyeongui Line_Yadang,56,2번홈_7-3,54.0,2.0,7.0,3.0,열림/닫힘센서
8290,Ilsan Line,정발산,Jeongbalsan,Motor,2024-09-11,2016-11-15,2024,9,2024-09,Fall,2857,95.23333333,7.82739726,10394,Medium-Low,Underground,132,Medium-High,dunkern,GS네오텍,일산선_정발산,Ilsan Line_Jeongbalsan,72,1번홈_7-4,61.0,1.0,7.0,4.0,모터
8291,Gyeongui Line,파주,Paju,Electrical Stop,2024-09-12,2017-12-15,2024,9,2024-09,Fall,2463,82.1,6.747945205,1544,Low,Above Ground,70,Low,Unknown,GS네오텍,경의선_파주,Gyeongui Line_Paju,44,3번홈_3-3,40.0,3.0,3.0,3.0,전기정
8292,Gyeongui Line,일산,Ilsan,Electrical Stop,2024-09-12,2017-11-15,2024,9,2024-09,Fall,2493,83.1,6.830136986,13906,Medium-High,Above Ground,81,Low,Unknown,GS네오텍,경의선_일산,Gyeongui Line_Ilsan,27,3번홈_7-2,30.0,3.0,7.0,2.0,전기정
8293,Ilsan Line,대화,Daehwa,Motor,2024-09-13,2015-11-15,2024,9,2024-09,Fall,3225,107.5,8.835616438,19149,Medium-High,Underground,132,Medium-High,dunkern,삼중테크,일산선_대화,Ilsan Line_Daehwa,10,2번홈_7-2,59.0,2.0,7.0,2.0,모터
8294,Gyeongui Line,금촌,Geumchon,Electrical Stop,2024-09-14,2017-09-15,2024,9,2024-09,Fall,2556,85.2,7.002739726,7952,Medium-Low,Above Ground,74,Low,Unknown,GS네오텍,경의선_금촌,Gyeongui Line_Geumchon,21,3번홈_6-2,42.0,3.0,6.0,2.0,전기정
8295,Ilsan Line,원흥,Wonheung,Open/Close Sensor,2024-09-16,2014-12-15,2024,9,2024-09,Fall,3563,118.7666667,9.761643836,16830,Medium-High,Underground,132,Medium-High,Unknown,현대무벡스,일산선_원흥,Ilsan Line_Wonheung,19,2번홈_3-2,111.0,2.0,3.0,2.0,열림/닫힘센서
8296,Gyeongui Line,대곡,Daegok,Electrical Stop,2024-09-17,2018-02-15,2024,9,2024-09,Fall,2406,80.2,6.591780822,3815,Low,Above Ground,81,Low,Unknown,우진산전,경의선_대곡,Gyeongui Line_Daegok,37,4번홈_5-3,30.0,4.0,5.0,3.0,전기정
8297,Gyeongui Line,파주,Paju,Open/Close Sensor,2024-09-18,2017-12-15,2024,9,2024-09,Fall,2469,82.3,6.764383562,1544,Low,Above Ground,70,Low,Unknown,GS네오텍,경의선_파주,Gyeongui Line_Paju,44,3번홈_3-3,40.0,3.0,3.0,3.0,열림/닫힘센서
8298,Gyeongui Line,파주,Paju,Electrical Stop,2024-09-22,2017-12-15,2024,9,2024-09,Fall,2473,82.43333333,6.775342466,1544,Low,Above Ground,70,Low,Unknown,GS네오텍,경의선_파주,Gyeongui Line_Paju,44,3번홈_1-3,31.0,3.0,1.0,3.0,전기정
8299,Gyeongui Line,백마,Baengma,Electrical Stop,2024-09-25,2017-08-15,2024,9,2024-09,Fall,2598,86.6,7.117808219,9648,Medium-Low,Above Ground,81,Low,Unknown,GS네오텍,경의선_백마,Gyeongui Line_Baengma,41,2번홈_4-2,93.0,2.0,4.0,2.0,전기정
8300,Gyeongui Line,대곡,Daegok,Open/Close Sensor,2024-09-26,2018-02-15,2024,9,2024-09,Fall,2415,80.5,6.616438356,3815,Low,Above Ground,81,Low,Unknown,우진산전,경의선_대곡,Gyeongui Line_Daegok,37,4번홈_3-3,34.0,4.0,3.0,3.0,열림/닫힘센서
8301,Gyeongui Line,금촌,Geumchon,Open/Close Sensor,2024-09-26,2017-09-15,2024,9,2024-09,Fall,2568,85.6,7.035616438,7952,Medium-Low,Above Ground,74,Low,Unknown,GS네오텍,경의선_금촌,Gyeongui Line_Geumchon,21,3번홈_1-1,62.0,3.0,1.0,1.0,열림/닫힘센서
8302,Ilsan Line,삼송,Samsong,Motor,2024-09-28,2016-11-15,2024,9,2024-09,Fall,2874,95.8,7.873972603,30046,High,Underground,132,Medium-High,나브코,GS네오텍,일산선_삼송,Ilsan Line_Samsong,54,1번홈_7-4,61.0,1.0,7.0,4.0,모터
8303,Gyeongbu Line,노량진,Noryangjin,Electrical Stop,2024-09-01,2018-12-15,2024,9,2024-09,Fall,2087,69.56666667,5.717808219,29283,High,Above Ground,325,High,Unknown,비츠로시스,경부선_노량진,Gyeongbu Line_Noryangjin,173,1번홈_4-3,88.0,1.0,4.0,3.0,전기정
8304,Gyeongin Line,구로,Guro,Position Sensor,2024-09-03,2018-04-15,2024,9,2024-09,Fall,2333,77.76666667,6.391780822,23013,High,Above Ground,387,High,Unknown,비츠로시스,경인선_구로,Gyeongin Line_Guro,60,6번홈_0,1.0,6.0,0.0,0.0,정위치센서
8305,Gyeongin Line,온수,Onsu,Electrical Stop,2024-09-06,2010-12-15,2024,9,2024-09,Fall,5014,167.1333333,13.7369863,20733,Medium-High,Above Ground,118,Medium-Low,Unknown,현대무벡스,경인선_온수,Gyeongin Line_Onsu,66,1번홈_1-1,174.0,1.0,1.0,1.0,전기정
8306,Gyeongbu Line,금천구청,Geumcheon-gu Office,Electrical Stop,2024-09-07,2016-12-15,2024,9,2024-09,Fall,2823,94.1,7.734246575,14885,Medium-High,Above Ground,138,Medium-High,Unknown,비츠로시스,경부선_금천구청,Gyeongbu Line_Geumcheon-gu Office,48,4번홈_10-3,37.0,4.0,10.0,3.0,전기정
8307,Gyeongin Line,구로,Guro,Electrical Stop,2024-09-09,2018-04-15,2024,9,2024-09,Fall,2339,77.96666667,6.408219178,23013,High,Above Ground,387,High,Unknown,비츠로시스,경인선_구로,Gyeongin Line_Guro,60,6번홈_9-1,1.0,6.0,9.0,1.0,전기정
8308,Gyeongbu Line,신도림,Sindorim,DCU,2024-09-11,2018-10-15,2024,9,2024-09,Fall,2158,71.93333333,5.912328767,29333,High,Above Ground,347,High,TBR,비츠로시스,경부선_신도림,Gyeongbu Line_Sindorim,32,4번홈_4-3,42.0,4.0,4.0,3.0,DCU
8309,Gyeongbu Line,대방,Daebang,Motor,2024-09-12,2021-06-15,2024,9,2024-09,Fall,1185,39.5,3.246575342,21063,Medium-High,Above Ground,322,High,dunkern,동우자동도어,경부선_대방,Gyeongbu Line_Daebang,131,4번홈_7-2,34.0,4.0,7.0,2.0,모터
8310,Gyeongbu Line,대방,Daebang,Motor,2024-09-12,2021-06-15,2024,9,2024-09,Fall,1185,39.5,3.246575342,21063,Medium-High,Above Ground,322,High,dunkern,동우자동도어,경부선_대방,Gyeongbu Line_Daebang,131,4번홈_7-3,23.0,4.0,7.0,3.0,모터
8311,Gyeongbu Line,신길,Singil,DCU,2024-09-13,2021-12-15,2024,9,2024-09,Fall,1003,33.43333333,2.747945205,13734,Medium-Low,Above Ground,317,High,미디어디바이스,비츠로시스,경부선_신길,Gyeongbu Line_Singil,55,3번홈_9-2,28.0,3.0,9.0,2.0,DCU
8312,Gyeongin Line,구일,Guil,Emergency Door Sensor,2024-09-13,2015-01-15,2024,9,2024-09,Fall,3529,117.6333333,9.668493151,12043,Medium-Low,Above Ground,125,Medium-High,Unknown,포스코ICT,경인선_구일,Gyeongin Line_Guil,102,1번홈_7-3,73.0,1.0,7.0,3.0,비상문센서
8313,Gyeongbu Line,신도림,Sindorim,DCU,2024-09-13,2018-10-15,2024,9,2024-09,Fall,2160,72.0,5.917808219,29333,High,Above Ground,347,High,TBR,비츠로시스,경부선_신도림,Gyeongbu Line_Sindorim,32,4번홈_8-4,44.0,4.0,8.0,4.0,DCU
8314,Gyeongbu Line,대방,Daebang,Motor,2024-09-14,2021-06-15,2024,9,2024-09,Fall,1187,39.56666667,3.252054795,21063,Medium-High,Above Ground,322,High,dunkern,동우자동도어,경부선_대방,Gyeongbu Line_Daebang,131,4번홈_7-3,23.0,4.0,7.0,3.0,모터
8315,Gyeongin Line,오류동,Oryu-dong,Electrical Stop,2024-09-14,2019-01-15,2024,9,2024-09,Fall,2069,68.96666667,5.668493151,16201,Medium-High,Above Ground,118,Medium-Low,Unknown,우진산전,경인선_오류동,Gyeongin Line_Oryu-dong,47,1번홈_1-3,103.0,1.0,1.0,3.0,전기정
8316,Gyeongbu Line,독산,Doksan,Electrical Stop,2024-09-19,2022-12-15,2024,9,2024-09,Fall,644,21.46666667,1.764383562,22621,Medium-High,Above Ground,129,Medium-High,Unknown,비츠로시스,경부선_독산,Gyeongbu Line_Doksan,95,1번홈_9-4,60.0,1.0,9.0,4.0,전기정
8317,Gyeongbu Line,노량진,Noryangjin,Motor,2024-09-20,2016-12-15,2024,9,2024-09,Fall,2836,94.53333333,7.769863014,29283,High,Above Ground,325,High,dunkern,비츠로시스,경부선_노량진,Gyeongbu Line_Noryangjin,173,4번홈_7-3,23.0,4.0,7.0,3.0,모터
8318,Gyeongbu Line,대방,Daebang,Electrical Stop,2024-09-21,2021-06-15,2024,9,2024-09,Fall,1194,39.8,3.271232877,21063,Medium-High,Above Ground,322,High,Unknown,동우자동도어,경부선_대방,Gyeongbu Line_Daebang,131,4번홈_6-2,44.0,4.0,6.0,2.0,전기정
8319,Gyeongin Line,소사,Sosa,Motor,2024-09-22,2020-09-15,2024,9,2024-09,Fall,1468,48.93333333,4.021917808,14644,Medium-High,Above Ground,117,Medium-Low,dunkern,현대무벡스,경인선_소사,Gyeongin Line_Sosa,142,4번홈_10-4,42.0,4.0,10.0,4.0,모터
8320,Gyeongin Line,구일,Guil,Position Sensor,2024-09-22,2015-01-15,2024,9,2024-09,Fall,3538,117.9333333,9.693150685,12043,Medium-Low,Above Ground,125,Medium-High,Unknown,포스코ICT,경인선_구일,Gyeongin Line_Guil,102,1번홈_0,1.0,1.0,0.0,0.0,정위치센서
8321,Gyeongbu Line,대방,Daebang,Position Sensor,2024-09-23,2021-06-15,2024,9,2024-09,Fall,1196,39.86666667,3.276712329,21063,Medium-High,Above Ground,322,High,Unknown,동우자동도어,경부선_대방,Gyeongbu Line_Daebang,131,2번홈_2-1,95.0,2.0,2.0,1.0,정위치센서
8322,Gyeongin Line,오류동,Oryu-dong,Electrical Stop,2024-09-24,2019-01-15,2024,9,2024-09,Fall,2079,69.3,5.695890411,16201,Medium-High,Above Ground,117,Medium-Low,Unknown,우진산전,경인선_오류동,Gyeongin Line_Oryu-dong,47,4번홈_9-1,21.0,4.0,9.0,1.0,전기정
8323,Gyeongin Line,오류동,Oryu-dong,Motor,2024-09-26,2019-01-15,2024,9,2024-09,Fall,2081,69.36666667,5.701369863,16201,Medium-High,Above Ground,117,Medium-Low,dunkern,우진산전,경인선_오류동,Gyeongin Line_Oryu-dong,47,4번홈_5-3,30.0,4.0,5.0,3.0,모터
8324,Gyeongin Line,오류동,Oryu-dong,Electrical Stop,2024-09-26,2019-01-15,2024,9,2024-09,Fall,2081,69.36666667,5.701369863,16201,Medium-High,Above Ground,117,Medium-Low,Unknown,우진산전,경인선_오류동,Gyeongin Line_Oryu-dong,47,4번홈_5-3,30.0,4.0,5.0,3.0,전기정
8325,Gyeongbu Line,금천구청,Geumcheon-gu Office,Electrical Stop,2024-09-29,2016-12-15,2024,9,2024-09,Fall,2845,94.83333333,7.794520548,14885,Medium-High,Above Ground,138,Medium-High,Unknown,비츠로시스,경부선_금천구청,Gyeongbu Line_Geumcheon-gu Office,48,4번홈_2-3,35.0,4.0,2.0,3.0,전기정
8326,Gyeongin Line,오류동,Oryu-dong,Motor,2024-09-29,2019-01-15,2024,9,2024-09,Fall,2084,69.46666667,5.709589041,16201,Medium-High,Above Ground,117,Medium-Low,dunkern,우진산전,경인선_오류동,Gyeongin Line_Oryu-dong,47,4번홈_5-3,30.0,4.0,5.0,3.0,모터
8327,Gyeongbu Line,구로,Guro,Electrical Stop,2024-09-30,2018-04-15,2024,9,2024-09,Fall,2360,78.66666667,6.465753425,23013,High,Above Ground,390,High,Unknown,비츠로시스,경부선_구로,Gyeongbu Line_Guro,38,9번홈_7-1,2.0,9.0,7.0,1.0,전기정
8328,Suin Line,인하대,Inha University,Open/Close Sensor,2024-09-01,2016-03-15,2024,9,2024-09,Fall,3092,103.0666667,8.471232877,8460,Medium-Low,Underground,87,Medium-Low,Unknown,현대무벡스,수인선_인하대,Suin Line_Inha University,22,1번홈_2-4,64.0,1.0,2.0,4.0,열림/닫힘센서
8329,Suin Line,인하대,Inha University,Open/Close Sensor,2024-09-02,2016-03-15,2024,9,2024-09,Fall,3093,103.1,8.473972603,8460,Medium-Low,Underground,87,Medium-Low,Unknown,현대무벡스,수인선_인하대,Suin Line_Inha University,22,1번홈_5-4,73.0,1.0,5.0,4.0,열림/닫힘센서
8330,Gyeongin Line,도화,Dohwa,Electrical Stop,2024-09-03,2017-12-15,2024,9,2024-09,Fall,2454,81.8,6.723287671,5420,Low,Above Ground,113,Medium-Low,Unknown,우진산전,경인선_도화,Gyeongin Line_Dohwa,48,1번홈_7-1,58.0,1.0,7.0,1.0,전기정
8331,Suin Line,연수,Yeonsu,Electrical Stop,2024-09-04,2017-07-15,2024,9,2024-09,Fall,2608,86.93333333,7.145205479,6118,Low,Above Ground,87,Medium-Low,Unknown,GS네오텍,수인선_연수,Suin Line_Yeonsu,24,1번홈_2-2,105.0,1.0,2.0,2.0,전기정
8332,Suin Line,송도,Songdo,Motor,2024-09-06,2017-07-15,2024,9,2024-09,Fall,2610,87.0,7.150684932,3138,Low,Above Ground,82,Low,dunkern,GS네오텍,수인선_송도,Suin Line_Songdo,41,1번홈_1-2,112.0,1.0,1.0,2.0,모터
8333,Gyeongin Line,부평,Bupyeong,Electrical Stop,2024-09-10,2010-12-15,2024,9,2024-09,Fall,5018,167.2666667,13.74794521,42016,High,Above Ground,216,High,Unknown,현대무벡스,경인선_부평,Gyeongin Line_Bupyeong,85,2번홈_2-4,94.0,2.0,2.0,4.0,전기정
8334,Gyeongin Line,부개,Bugae,Open/Close Sensor,2024-09-11,2015-01-15,2024,9,2024-09,Fall,3527,117.5666667,9.663013699,11338,Medium-Low,Above Ground,117,Medium-Low,Unknown,현대무벡스,경인선_부개,Gyeongin Line_Bugae,54,4번홈_7-3,23.0,4.0,7.0,3.0,열림/닫힘센서
8335,Suin Line,인천(지하),Incheon (Underground),Electrical Stop,2024-09-11,2016-03-15,2024,9,2024-09,Fall,3102,103.4,8.498630137,2190,Low,Underground,87,Medium-Low,Unknown,삼중테크,수인선_인천(지하),Suin Line_Incheon (Underground),19,2번홈_4-2,93.0,2.0,4.0,2.0,전기정
8336,Suin Line,송도,Songdo,Electrical Stop,2024-09-13,2017-07-15,2024,9,2024-09,Fall,2617,87.23333333,7.169863014,3138,Low,Above Ground,84,Medium-Low,Unknown,GS네오텍,수인선_송도,Suin Line_Songdo,41,2번홈_1-1,163.0,2.0,1.0,1.0,전기정
8337,Gyeongin Line,동암,Dongam,Electrical Stop,2024-09-13,2010-12-15,2024,9,2024-09,Fall,5021,167.3666667,13.75616438,20415,Medium-High,Above Ground,196,High,Unknown,현대무벡스,경인선_동암,Gyeongin Line_Dongam,158,3번홈_8-3,34.0,3.0,8.0,3.0,전기정
8338,Gyeongin Line,부평,Bupyeong,Electrical Stop,2024-09-14,2017-12-15,2024,9,2024-09,Fall,2465,82.16666667,6.753424658,42016,High,Above Ground,216,High,Unknown,포스코ICT,경인선_부평,Gyeongin Line_Bupyeong,85,4번홈_2-2,37.0,4.0,2.0,2.0,전기정
8339,Gyeongin Line,동암,Dongam,Electrical Stop,2024-09-16,2010-12-15,2024,9,2024-09,Fall,5024,167.4666667,13.76438356,20415,Medium-High,Above Ground,196,High,Unknown,현대무벡스,경인선_동암,Gyeongin Line_Dongam,158,4번홈_6-2,44.0,4.0,6.0,2.0,전기정
8340,Gyeongin Line,부평,Bupyeong,Electrical Stop,2024-09-17,2010-12-15,2024,9,2024-09,Fall,5025,167.5,13.76712329,42016,High,Above Ground,215,High,Unknown,현대무벡스,경인선_부평,Gyeongin Line_Bupyeong,85,3번홈_10-1,11.0,3.0,10.0,1.0,전기정
8341,Suin Line,송도,Songdo,Electrical Stop,2024-09-18,2017-07-15,2024,9,2024-09,Fall,2622,87.4,7.183561644,3138,Low,Above Ground,82,Low,Unknown,GS네오텍,수인선_송도,Suin Line_Songdo,41,3번홈_3-3,40.0,3.0,3.0,3.0,전기정
8342,Gyeongin Line,부개,Bugae,Open/Close Sensor,2024-09-18,2015-01-15,2024,9,2024-09,Fall,3534,117.8,9.682191781,11338,Medium-Low,Above Ground,118,Medium-Low,Unknown,현대무벡스,경인선_부개,Gyeongin Line_Bugae,54,1번홈_5-3,88.0,1.0,5.0,3.0,열림/닫힘센서
8343,Gyeongin Line,도원,Dowon,Electrical Stop,2024-09-19,2017-12-15,2024,9,2024-09,Fall,2470,82.33333333,6.767123288,4337,Low,Above Ground,114,Medium-Low,Unknown,우진산전,경인선_도원,Gyeongin Line_Dowon,32,4번홈_8-4,44.0,4.0,8.0,4.0,전기정
8344,Gyeongin Line,도화,Dohwa,Motor,2024-09-20,2017-12-15,2024,9,2024-09,Fall,2471,82.36666667,6.769863014,5420,Low,Above Ground,113,Medium-Low,dunkern,우진산전,경인선_도화,Gyeongin Line_Dohwa,48,1번홈_4-2,104.0,1.0,4.0,2.0,모터
