ID,Line_EN,Station,Station_EN,Component_EN,Occurrence Date,Installation Date,Year,Month,YearMonth,Season,Days Since Installation,Months Since Installation,Years Since Installation,Average Daily Ridership,Ridership_Category,Location_Type_EN,Station_Daily_Runs,Station_Daily_Runs_Category,Manufacturer,Supplier,LineStation,LineStation_EN,LineStation_Failure_Count,PlatformDoor,PlatformDoor_Failure_Count,Platform_Number,Door_Number,Door_Position,Component
1,Ilsan Line,삼송,Samsong,Entry/Exit Sensor,2019-01-04,2016-11-15,2019,1,2019-01,Winter,780,26.0,2.136986301,30046,High,Underground,132,Medium-High,Sick,GS네오텍,일산선_삼송,Ilsan Line_Samsong,54,2번홈_전체,15.0,2.0,0.0,0.0,진입/진출센서
2,Gyeongui Line,운정,Unjeong,Motor,2019-01-05,2017-10-15,2019,1,2019-01,Winter,447,14.9,1.224657534,9597,Medium-Low,Above Ground,74,Low,dunkern,GS네오텍,경의선_운정,Gyeongui Line_Unjeong,21,3번홈_4-1,30.0,3.0,4.0,1.0,모터
3,Gyeongui Line,강매,Gangmae,Motor,2019-01-07,2018-01-15,2019,1,2019-01,Winter,357,11.9,0.978082192,4351,Low,Above Ground,79,Low,dunkern,우진산전,경의선_강매,Gyeongui Line_Gangmae,44,1번홈_1-2,112.0,1.0,1.0,2.0,모터
4,Gyeongui Line,백마,Baengma,Emergency Door Sensor,2019-01-14,2010-10-15,2019,1,2019-01,Winter,3013,100.4333333,8.254794521,9648,Medium-Low,Above Ground,81,Low,Unknown,우진산전,경의선_백마,Gyeongui Line_Baengma,41,1번홈_6-4,98.0,1.0,6.0,4.0,비상문센서
5,Ilsan Line,화정,Hwajeong,DCU,2019-01-14,2012-07-15,2019,1,2019-01,Winter,2374,79.13333333,6.504109589,24704,High,Underground,132,Medium-High,NRT,GS네오텍,일산선_화정,Ilsan Line_Hwajeong,21,1번홈_1-1,174.0,1.0,1.0,1.0,DCU
6,Ilsan Line,주엽,Juyeop,Motor,2019-01-22,2011-10-15,2019,1,2019-01,Winter,2656,88.53333333,7.276712329,13733,Medium-Low,Underground,132,Medium-High,현대무벡스,GS네오텍,일산선_주엽,Ilsan Line_Juyeop,57,1번홈_5-1,85.0,1.0,5.0,1.0,모터
7,Gyeongui Line,파주,Paju,Emergency Door Sensor,2019-01-22,2017-12-15,2019,1,2019-01,Winter,403,13.43333333,1.104109589,1544,Low,Above Ground,70,Low,Unknown,GS네오텍,경의선_파주,Gyeongui Line_Paju,44,1번홈_1-2,112.0,1.0,1.0,2.0,비상문센서
8,Gyeongui Line,문산,Munsan,Entry/Exit Sensor,2019-01-26,2017-12-15,2019,1,2019-01,Winter,407,13.56666667,1.115068493,6668,Medium-Low,Above Ground,74,Low,오토닉스,GS네오텍,경의선_문산,Gyeongui Line_Munsan,47,2번홈_전체,15.0,2.0,0.0,0.0,진입/진출센서
9,Gyeongui Line,야당,Yadang,Open/Close Sensor,2019-01-27,2015-10-15,2019,1,2019-01,Winter,1200,40.0,3.287671233,10944,Medium-Low,Above Ground,74,Low,Unknown,현대무벡스,경의선_야당,Gyeongui Line_Yadang,56,2번홈_8-4,94.0,2.0,8.0,4.0,열림/닫힘센서
10,Gyeongui Line,수색,Susaek,Open/Close Sensor,2019-01-01,2018-02-15,2019,1,2019-01,Winter,320,10.66666667,0.876712329,4137,Low,Above Ground,82,Low,Unknown,우진산전,경의선_수색,Gyeongui Line_Susaek,97,4번홈_1-2,25.0,4.0,1.0,2.0,열림/닫힘센서
11,Gyeongbu Line,남영,Namyeong,Motor,2019-01-04,2014-03-15,2019,1,2019-01,Winter,1756,58.53333333,4.810958904,13231,Medium-Low,Above Ground,236,High,dunkern,삼중테크,경부선_남영,Gyeongbu Line_Namyeong,162,2번홈_7-4,67.0,2.0,7.0,4.0,모터
13,Gyeongui Line,DMC,DMC,Open/Close Sensor,2019-01-05,2018-01-15,2019,1,2019-01,Winter,355,11.83333333,0.97260274,6446,Low,Above Ground,85,Medium-Low,Unknown,우진산전,경의선_DMC,Gyeongui Line_DMC,93,4번홈_8-2,36.0,4.0,8.0,2.0,열림/닫힘센서
14,Gyeongui Line,한국항공대,Korea Aerospace University,Motor,2019-01-07,2017-12-15,2019,1,2019-01,Winter,388,12.93333333,1.063013699,3275,Low,Above Ground,78,Low,dunkern,우진산전,경의선_한국항공대,Gyeongui Line_Korea Aerospace University,47,4번홈_1-1,45.0,4.0,1.0,1.0,모터
15,Gyeongui Line,수색,Susaek,Open/Close Sensor,2019-01-10,2018-02-15,2019,1,2019-01,Winter,329,10.96666667,0.901369863,4137,Low,Above Ground,82,Low,Unknown,우진산전,경의선_수색,Gyeongui Line_Susaek,97,4번홈_7-2,34.0,4.0,7.0,2.0,열림/닫힘센서
16,Gyeongui Line,한국항공대,Korea Aerospace University,Motor,2019-01-10,2017-12-15,2019,1,2019-01,Winter,391,13.03333333,1.071232877,3275,Low,Above Ground,78,Low,dunkern,우진산전,경의선_한국항공대,Gyeongui Line_Korea Aerospace University,47,4번홈_1-2,25.0,4.0,1.0,2.0,모터
17,Gyeongbu Line,남영,Namyeong,Motor,2019-01-11,2014-03-15,2019,1,2019-01,Winter,1763,58.76666667,4.830136986,13231,Medium-Low,Above Ground,236,High,dunkern,삼중테크,경부선_남영,Gyeongbu Line_Namyeong,162,2번홈_4-4,112.0,2.0,4.0,4.0,모터
18,Gyeongui Line,가좌,Gajwa,Emergency Door Sensor,2019-01-18,2018-01-15,2019,1,2019-01,Winter,368,12.26666667,1.008219178,7627,Medium-Low,Above Ground,85,Medium-Low,Unknown,우진산전,경의선_가좌,Gyeongui Line_Gajwa,22,2번홈_4-3,81.0,2.0,4.0,3.0,비상문센서
20,Gyeongin Line,개봉,Gaebong,DCU,2019-01-03,2018-02-15,2019,1,2019-01,Winter,322,10.73333333,0.882191781,30045,High,Above Ground,209,High,우진산전,우진산전,경인선_개봉,Gyeongin Line_Gaebong,173,2번홈_10-4,83.0,2.0,10.0,4.0,DCU
21,Gyeongin Line,개봉,Gaebong,DCU,2019-01-07,2018-02-15,2019,1,2019-01,Winter,326,10.86666667,0.893150685,30045,High,Above Ground,209,High,우진산전,우진산전,경인선_개봉,Gyeongin Line_Gaebong,173,2번홈_1-1,163.0,2.0,1.0,1.0,DCU
23,Gyeongbu Line,영등포,Yeongdeungpo,Electrical Stop,2019-01-08,2010-12-15,2019,1,2019-01,Winter,2946,98.2,8.071232877,59229,High,Above Ground,347,High,Unknown,현대무벡스,경부선_영등포,Gyeongbu Line_Yeongdeungpo,71,4번홈_6-2,44.0,4.0,6.0,2.0,전기정
24,Gyeongin Line,송내,Songnae,Electrical Stop,2019-01-08,2010-12-15,2019,1,2019-01,Winter,2946,98.2,8.071232877,34613,High,Above Ground,215,High,Unknown,현대무벡스,경인선_송내,Gyeongin Line_Songnae,185,3번홈_9-2,28.0,3.0,9.0,2.0,전기정
25,Gyeongin Line,개봉,Gaebong,Electrical Stop,2019-01-08,2010-12-15,2019,1,2019-01,Winter,2946,98.2,8.071232877,30045,High,Above Ground,207,High,Unknown,현대무벡스,경인선_개봉,Gyeongin Line_Gaebong,173,4번홈_10-1,25.0,4.0,10.0,1.0,전기정
26,Gyeongin Line,역곡,Yeokgok,Electrical Stop,2019-01-13,2010-12-15,2019,1,2019-01,Winter,2951,98.36666667,8.084931507,37059,High,Above Ground,216,High,Unknown,현대무벡스,경인선_역곡,Gyeongin Line_Yeokgok,129,1번홈_2-3,101.0,1.0,2.0,3.0,전기정
27,Gyeongbu Line,영등포,Yeongdeungpo,Emergency Door Sensor,2019-01-13,2010-12-15,2019,1,2019-01,Winter,2951,98.36666667,8.084931507,59229,High,Above Ground,351,High,Unknown,현대무벡스,경부선_영등포,Gyeongbu Line_Yeongdeungpo,71,3번홈_4-2,36.0,3.0,4.0,2.0,비상문센서
30,Gyeongin Line,부평,Bupyeong,DCU,2019-01-16,2010-12-15,2019,1,2019-01,Winter,2954,98.46666667,8.093150685,42016,High,Above Ground,215,High,TBR,현대무벡스,경인선_부평,Gyeongin Line_Bupyeong,85,3번홈_1-4,35.0,3.0,1.0,4.0,DCU
31,Gyeongbu Line,신도림,Sindorim,Obstacle Sensor,2019-01-16,2018-10-15,2019,1,2019-01,Winter,93,3.1,0.254794521,29333,High,Above Ground,349,High,산일전기,비츠로시스,경부선_신도림,Gyeongbu Line_Sindorim,32,3번홈_8-2,36.0,3.0,8.0,2.0,장애물센서
32,Gyeongbu Line,신도림,Sindorim,Obstacle Sensor,2019-01-16,2018-10-15,2019,1,2019-01,Winter,93,3.1,0.254794521,29333,High,Above Ground,349,High,산일전기,비츠로시스,경부선_신도림,Gyeongbu Line_Sindorim,32,3번홈_8-4,29.0,3.0,8.0,4.0,장애물센서
33,Gyeongbu Line,신도림,Sindorim,Obstacle Sensor,2019-01-16,2018-10-15,2019,1,2019-01,Winter,93,3.1,0.254794521,29333,High,Above Ground,349,High,산일전기,비츠로시스,경부선_신도림,Gyeongbu Line_Sindorim,32,3번홈_9-1,22.0,3.0,9.0,1.0,장애물센서
34,Gyeongin Line,역곡,Yeokgok,Electrical Stop,2019-01-17,2010-12-15,2019,1,2019-01,Winter,2955,98.5,8.095890411,37059,High,Above Ground,216,High,Unknown,현대무벡스,경인선_역곡,Gyeongin Line_Yeokgok,129,2번홈_10-3,56.0,2.0,10.0,3.0,전기정
35,Gyeongin Line,역곡,Yeokgok,Electrical Stop,2019-01-19,2010-12-15,2019,1,2019-01,Winter,2957,98.56666667,8.101369863,37059,High,Above Ground,216,High,Unknown,현대무벡스,경인선_역곡,Gyeongin Line_Yeokgok,129,2번홈_10-3,56.0,2.0,10.0,3.0,전기정
36,Gyeongin Line,중동,Jungdong,Open/Close Sensor,2019-01-20,2015-12-15,2019,1,2019-01,Winter,1132,37.73333333,3.101369863,12385,Medium-Low,Above Ground,117,Medium-Low,Unknown,우진산전,경인선_중동,Gyeongin Line_Jungdong,92,4번홈_3-2,32.0,4.0,3.0,2.0,열림/닫힘센서
37,Gyeongbu Line,신도림,Sindorim,Emergency Door Sensor,2019-01-21,2018-10-15,2019,1,2019-01,Winter,98,3.266666667,0.268493151,29333,High,Above Ground,349,High,Unknown,비츠로시스,경부선_신도림,Gyeongbu Line_Sindorim,32,3번홈_2-2,36.0,3.0,2.0,2.0,비상문센서
38,Gyeongin Line,역곡,Yeokgok,Obstacle Sensor,2019-01-21,2010-12-15,2019,1,2019-01,Winter,2959,98.63333333,8.106849315,37059,High,Above Ground,215,High,오디텍,현대무벡스,경인선_역곡,Gyeongin Line_Yeokgok,129,4번홈_10-3,37.0,4.0,10.0,3.0,장애물센서
40,Gyeongin Line,구로,Guro,Electrical Stop,2019-01-23,2018-04-15,2019,1,2019-01,Winter,283,9.433333333,0.775342466,23013,High,Above Ground,390,High,Unknown,비츠로시스,경인선_구로,Gyeongin Line_Guro,60,8번홈_1-4,3.0,8.0,1.0,4.0,전기정
41,Gyeongin Line,개봉,Gaebong,Electrical Stop,2019-01-24,2018-02-15,2019,1,2019-01,Winter,343,11.43333333,0.939726027,30045,High,Above Ground,207,High,Unknown,우진산전,경인선_개봉,Gyeongin Line_Gaebong,173,3번홈_2-4,32.0,3.0,2.0,4.0,전기정
44,Gyeongin Line,송내,Songnae,Obstacle Sensor,2019-01-25,2010-12-15,2019,1,2019-01,Winter,2963,98.76666667,8.117808219,34613,High,Above Ground,216,High,오디텍,현대무벡스,경인선_송내,Gyeongin Line_Songnae,185,1번홈_1-1,174.0,1.0,1.0,1.0,장애물센서
45,Gyeongin Line,송내,Songnae,Obstacle Sensor,2019-01-25,2010-12-15,2019,1,2019-01,Winter,2963,98.76666667,8.117808219,34613,High,Above Ground,215,High,오디텍,현대무벡스,경인선_송내,Gyeongin Line_Songnae,185,3번홈_8-4,29.0,3.0,8.0,4.0,장애물센서
46,Gyeongbu Line,구로,Guro,DCU,2019-01-29,2018-04-15,2019,1,2019-01,Winter,289,9.633333333,0.791780822,23013,High,Above Ground,390,High,TBR,비츠로시스,경부선_구로,Gyeongbu Line_Guro,38,9번홈_5-4,3.0,9.0,5.0,4.0,DCU
47,Gyeongbu Line,구로,Guro,Electrical Stop,2019-01-31,2018-04-15,2019,1,2019-01,Winter,291,9.7,0.797260274,23013,High,Above Ground,387,High,Unknown,비츠로시스,경부선_구로,Gyeongbu Line_Guro,38,5번홈_1-4,10.0,5.0,1.0,4.0,전기정
48,Gyeongin Line,온수,Onsu,Position Sensor,2019-01-31,2010-12-15,2019,1,2019-01,Winter,2969,98.96666667,8.134246575,20733,Medium-High,Above Ground,117,Medium-Low,Unknown,현대무벡스,경인선_온수,Gyeongin Line_Onsu,66,4번홈_2-1,58.0,4.0,2.0,1.0,정위치센서
50,Gyeongin Line,중동,Jungdong,Door Detection Sensor,2019-01-08,2015-12-15,2019,1,2019-01,Winter,1120,37.33333333,3.068493151,12385,Medium-Low,Above Ground,118,Medium-Low,Unknown,우진산전,경인선_중동,Gyeongin Line_Jungdong,92,1번홈_10-4,81.0,1.0,10.0,4.0,출입문검지센서
51,Gyeongin Line,중동,Jungdong,Door Detection Sensor,2019-01-08,2015-12-15,2019,1,2019-01,Winter,1120,37.33333333,3.068493151,12385,Medium-Low,Above Ground,117,Medium-Low,Unknown,우진산전,경인선_중동,Gyeongin Line_Jungdong,92,4번홈_1-1,45.0,4.0,1.0,1.0,출입문검지센서
52,Gyeongin Line,송내,Songnae,Electrical Stop,2019-01-08,2010-12-15,2019,1,2019-01,Winter,2946,98.2,8.071232877,34613,High,Above Ground,215,High,Unknown,현대무벡스,경인선_송내,Gyeongin Line_Songnae,185,3번홈_9-2,28.0,3.0,9.0,2.0,전기정
53,Gyeongin Line,소사,Sosa,DCU,2019-01-11,2011-09-15,2019,1,2019-01,Winter,2675,89.16666667,7.328767123,14644,Medium-High,Above Ground,118,Medium-Low,아트웨어,GS네오텍,경인선_소사,Gyeongin Line_Sosa,142,4번홈_8-1,34.0,4.0,8.0,1.0,DCU
54,Gyeongin Line,동암,Dongam,Entry/Exit Sensor,2019-01-15,2010-12-15,2019,1,2019-01,Winter,2953,98.43333333,8.090410959,20415,Medium-High,Above Ground,197,High,지노이드,현대무벡스,경인선_동암,Gyeongin Line_Dongam,158,2번홈_10-4,83.0,2.0,10.0,4.0,진입/진출센서
55,Gyeongin Line,동암,Dongam,Door Detection Sensor,2019-01-15,2010-12-15,2019,1,2019-01,Winter,2953,98.43333333,8.090410959,20415,Medium-High,Above Ground,196,High,Unknown,현대무벡스,경인선_동암,Gyeongin Line_Dongam,158,4번홈_6-4,33.0,4.0,6.0,4.0,출입문검지센서
56,Gyeongin Line,동암,Dongam,Position Sensor,2019-01-15,2010-12-15,2019,1,2019-01,Winter,2953,98.43333333,8.090410959,20415,Medium-High,Above Ground,196,High,Unknown,현대무벡스,경인선_동암,Gyeongin Line_Dongam,158,4번홈_정위치센서,3.0,4.0,0.0,0.0,정위치센서
57,Gyeongin Line,부평,Bupyeong,DCU,2019-01-16,2010-12-15,2019,1,2019-01,Winter,2954,98.46666667,8.093150685,42016,High,Above Ground,215,High,TBR,현대무벡스,경인선_부평,Gyeongin Line_Bupyeong,85,3번홈_1-4,35.0,3.0,1.0,4.0,DCU
58,Gyeongin Line,동암,Dongam,Electrical Stop,2019-01-18,2010-12-15,2019,1,2019-01,Winter,2956,98.53333333,8.098630137,20415,Medium-High,Above Ground,197,High,Unknown,현대무벡스,경인선_동암,Gyeongin Line_Dongam,158,1번홈_3-1,96.0,1.0,3.0,1.0,전기정
59,Gyeongin Line,중동,Jungdong,Open/Close Sensor,2019-01-20,2015-12-15,2019,1,2019-01,Winter,1132,37.73333333,3.101369863,12385,Medium-Low,Above Ground,117,Medium-Low,Unknown,우진산전,경인선_중동,Gyeongin Line_Jungdong,92,4번홈_3-2,32.0,4.0,3.0,2.0,열림/닫힘센서
60,Gyeongin Line,중동,Jungdong,Motor,2019-01-23,2015-12-15,2019,1,2019-01,Winter,1135,37.83333333,3.109589041,12385,Medium-Low,Above Ground,118,Medium-Low,dunkern,우진산전,경인선_중동,Gyeongin Line_Jungdong,92,1번홈_10-3,72.0,1.0,10.0,3.0,모터
61,Gyeongin Line,동암,Dongam,Obstacle Sensor,2019-01-23,2010-12-15,2019,1,2019-01,Winter,2961,98.7,8.112328767,20415,Medium-High,Above Ground,197,High,오디텍,현대무벡스,경인선_동암,Gyeongin Line_Dongam,158,2번홈_4-1,98.0,2.0,4.0,1.0,장애물센서
62,Gyeongin Line,송내,Songnae,Obstacle Sensor,2019-01-25,2010-12-15,2019,1,2019-01,Winter,2963,98.76666667,8.117808219,34613,High,Above Ground,216,High,오디텍,현대무벡스,경인선_송내,Gyeongin Line_Songnae,185,1번홈_1-1,174.0,1.0,1.0,1.0,장애물센서
63,Gyeongin Line,송내,Songnae,Obstacle Sensor,2019-01-25,2010-12-15,2019,1,2019-01,Winter,2963,98.76666667,8.117808219,34613,High,Above Ground,215,High,오디텍,현대무벡스,경인선_송내,Gyeongin Line_Songnae,185,3번홈_8-4,29.0,3.0,8.0,4.0,장애물센서
64,Gyeongin Line,부평,Bupyeong,Position Sensor,2019-01-28,2010-12-15,2019,1,2019-01,Winter,2966,98.86666667,8.126027397,42016,High,Above Ground,216,High,Unknown,현대무벡스,경인선_부평,Gyeongin Line_Bupyeong,85,2번홈_정위치센서,10.0,2.0,0.0,0.0,정위치센서
65,Gyeongin Line,소사,Sosa,DCU,2019-01-29,2011-09-15,2019,1,2019-01,Winter,2693,89.76666667,7.378082192,14644,Medium-High,Above Ground,118,Medium-Low,아트웨어,GS네오텍,경인선_소사,Gyeongin Line_Sosa,142,4번홈_7-4,33.0,4.0,7.0,4.0,DCU
67,Gwacheon Line,선바위,Seonbawi,DCU,2019-01-01,2015-01-15,2019,1,2019-01,Winter,1447,48.23333333,3.964383562,11668,Medium-Low,Underground,126,Medium-High,STEN,포스코ICT,과천선_선바위,Gwacheon Line_Seonbawi,67,1번홈_8-3,62.0,1.0,8.0,3.0,DCU
68,Gyeongbu Line,금정,Geumjeong,Electrical Stop,2019-01-01,2010-12-15,2019,1,2019-01,Winter,2939,97.96666667,8.052054795,35324,High,Above Ground,134,Medium-High,Unknown,현대무벡스,경부선_금정,Gyeongbu Line_Geumjeong,55,3번홈_9-3,21.0,3.0,9.0,3.0,전기정
69,Gwacheon Line,선바위,Seonbawi,Electrical Stop,2019-01-01,2015-01-15,2019,1,2019-01,Winter,1447,48.23333333,3.964383562,11668,Medium-Low,Underground,126,Medium-High,Unknown,포스코ICT,과천선_선바위,Gwacheon Line_Seonbawi,67,1번홈_8-3,62.0,1.0,8.0,3.0,전기정
70,Gwacheon Line,선바위,Seonbawi,Motor,2019-01-03,2015-01-15,2019,1,2019-01,Winter,1449,48.3,3.969863014,11668,Medium-Low,Underground,126,Medium-High,대동모벨,포스코ICT,과천선_선바위,Gwacheon Line_Seonbawi,67,1번홈_9-4,60.0,1.0,9.0,4.0,모터
71,Ansan Line,산본,Sanbon,Electrical Stop,2019-01-04,2013-12-15,2019,1,2019-01,Winter,1846,61.53333333,5.057534247,20913,Medium-High,Above Ground,127,Medium-High,Unknown,GS네오텍,안산선_산본,Ansan Line_Sanbon,55,3번홈_1-2,39.0,3.0,1.0,2.0,전기정
72,Ansan Line,산본,Sanbon,Electrical Stop,2019-01-04,2013-12-15,2019,1,2019-01,Winter,1846,61.53333333,5.057534247,20913,Medium-High,Above Ground,127,Medium-High,Unknown,GS네오텍,안산선_산본,Ansan Line_Sanbon,55,2번홈_10-1,72.0,2.0,10.0,1.0,전기정
73,Ansan Line,상록수,Sangnoksu,DCU,2019-01-04,2011-09-15,2019,1,2019-01,Winter,2668,88.93333333,7.309589041,19389,Medium-High,Above Ground,126,Medium-High,아트웨어,GS네오텍,안산선_상록수,Ansan Line_Sangnoksu,114,1번홈_5-3,88.0,1.0,5.0,3.0,DCU
74,Gwacheon Line,경마공원,Seoul Racecourse Park,Open/Close Sensor,2019-01-04,2014-12-15,2019,1,2019-01,Winter,1481,49.36666667,4.057534247,8891,Medium-Low,Underground,126,Medium-High,Unknown,포스코ICT,과천선_경마공원,Gwacheon Line_Seoul Racecourse Park,56,1번홈_1-2,112.0,1.0,1.0,2.0,열림/닫힘센서
75,Gyeongbu Line,금정,Geumjeong,Electrical Stop,2019-01-04,2010-12-15,2019,1,2019-01,Winter,2942,98.06666667,8.060273973,35324,High,Above Ground,133,Medium-High,Unknown,현대무벡스,경부선_금정,Gyeongbu Line_Geumjeong,55,2번홈_8-2,77.0,2.0,8.0,2.0,전기정
76,Gyeongbu Line,오산,Osan,DCU,2019-01-08,2018-01-15,2019,1,2019-01,Winter,358,11.93333333,0.980821918,12025,Medium-Low,Above Ground,87,Medium-Low,나브코,현대무벡스,경부선_오산,Gyeongbu Line_Osan,24,7번홈_3-1,2.0,7.0,3.0,1.0,DCU
77,Gwacheon Line,경마공원,Seoul Racecourse Park,Open/Close Sensor,2019-01-09,2014-12-15,2019,1,2019-01,Winter,1486,49.53333333,4.071232877,8891,Medium-Low,Underground,126,Medium-High,Unknown,포스코ICT,과천선_경마공원,Gwacheon Line_Seoul Racecourse Park,56,1번홈_1-3,103.0,1.0,1.0,3.0,열림/닫힘센서
78,Gyeongbu Line,수원,Suwon,Obstacle Sensor,2019-01-10,2010-12-15,2019,1,2019-01,Winter,2948,98.26666667,8.076712329,37109,High,Above Ground,135,Medium-High,오디텍,현대무벡스,경부선_수원,Gyeongbu Line_Suwon,36,3번홈_3-3,40.0,3.0,3.0,3.0,장애물센서
79,Gwacheon Line,경마공원,Seoul Racecourse Park,Open/Close Sensor,2019-01-10,2014-12-15,2019,1,2019-01,Winter,1487,49.56666667,4.073972603,8891,Medium-Low,Underground,126,Medium-High,Unknown,포스코ICT,과천선_경마공원,Gwacheon Line_Seoul Racecourse Park,56,1번홈_1-4,147.0,1.0,1.0,4.0,열림/닫힘센서
80,Ansan Line,중앙,Jungang,Obstacle Sensor,2019-01-12,2018-01-15,2019,1,2019-01,Winter,362,12.06666667,0.991780822,23221,High,Above Ground,54,Low,Unknown,현대무벡스,안산선_중앙,Ansan Line_Jungang,7,2번홈_3-2,111.0,2.0,3.0,2.0,장애물센서
81,Gwacheon Line,선바위,Seonbawi,Motor,2019-01-13,2015-01-15,2019,1,2019-01,Winter,1459,48.63333333,3.997260274,11668,Medium-Low,Underground,126,Medium-High,대동모벨,포스코ICT,과천선_선바위,Gwacheon Line_Seonbawi,67,1번홈_8-1,65.0,1.0,8.0,1.0,모터
82,Gwacheon Line,경마공원,Seoul Racecourse Park,Motor,2019-01-13,2014-12-15,2019,1,2019-01,Winter,1490,49.66666667,4.082191781,8891,Medium-Low,Underground,126,Medium-High,대동모벨,포스코ICT,과천선_경마공원,Gwacheon Line_Seoul Racecourse Park,56,1번홈_6-3,83.0,1.0,6.0,3.0,모터
83,Gyeongbu Line,금정,Geumjeong,Electrical Stop,2019-01-13,2010-12-15,2019,1,2019-01,Winter,2951,98.36666667,8.084931507,35324,High,Above Ground,134,Medium-High,Unknown,현대무벡스,경부선_금정,Gyeongbu Line_Geumjeong,55,3번홈_8-1,43.0,3.0,8.0,1.0,전기정
84,Ansan Line,상록수,Sangnoksu,Electrical Stop,2019-01-14,2011-09-15,2019,1,2019-01,Winter,2678,89.26666667,7.336986301,19389,Medium-High,Above Ground,126,Medium-High,Unknown,GS네오텍,안산선_상록수,Ansan Line_Sangnoksu,114,2번홈_10-3,56.0,2.0,10.0,3.0,전기정
85,Gwacheon Line,정부과천청사,Government Complex Gwacheon,Motor,2019-01-15,2011-12-15,2019,1,2019-01,Winter,2588,86.26666667,7.090410959,16764,Medium-High,Underground,126,Medium-High,대동모벨,GS네오텍,과천선_정부과천청사,Gwacheon Line_Government Complex Gwacheon,40,1번홈_1-2,112.0,1.0,1.0,2.0,모터
86,Gwacheon Line,경마공원,Seoul Racecourse Park,DCU,2019-01-16,2014-12-15,2019,1,2019-01,Winter,1493,49.76666667,4.090410959,8891,Medium-Low,Underground,126,Medium-High,STEN,포스코ICT,과천선_경마공원,Gwacheon Line_Seoul Racecourse Park,56,1번홈_1-2,112.0,1.0,1.0,2.0,DCU
87,Gyeongbu Line,수원,Suwon,Electrical Stop,2019-01-19,2010-12-15,2019,1,2019-01,Winter,2957,98.56666667,8.101369863,37109,High,Above Ground,135,Medium-High,Unknown,현대무벡스,경부선_수원,Gyeongbu Line_Suwon,36,9번홈_3-1,2.0,9.0,3.0,1.0,전기정
88,Ansan Line,안산,Ansan,Electrical Stop,2019-01-21,2018-02-15,2019,1,2019-01,Winter,340,11.33333333,0.931506849,14502,Medium-High,Above Ground,54,Low,Unknown,현대무벡스,안산선_안산,Ansan Line_Ansan,168,1번홈_3-4,97.0,1.0,3.0,4.0,전기정
89,Ansan Line,상록수,Sangnoksu,DCU,2019-01-22,2011-09-15,2019,1,2019-01,Winter,2686,89.53333333,7.35890411,19389,Medium-High,Above Ground,126,Medium-High,아트웨어,GS네오텍,안산선_상록수,Ansan Line_Sangnoksu,114,2번홈_1-2,121.0,2.0,1.0,2.0,DCU
90,Gwacheon Line,평촌,Pyeongchon,Electrical Stop,2019-01-23,2015-11-15,2019,1,2019-01,Winter,1165,38.83333333,3.191780822,23182,High,Underground,126,Medium-High,Unknown,포스코ICT,과천선_평촌,Gwacheon Line_Pyeongchon,92,2번홈_8-2,77.0,2.0,8.0,2.0,전기정
91,Gyeongbu Line,관악,Gwanak,Position Sensor,2019-01-23,2015-12-15,2019,1,2019-01,Winter,1135,37.83333333,3.109589041,9514,Medium-Low,Above Ground,111,Medium-Low,Unknown,우진산전,경부선_관악,Gyeongbu Line_Gwanak,119,1번홈_정위치센서,7.0,1.0,0.0,0.0,정위치센서
92,Gyeongbu Line,독산,Doksan,Obstacle Sensor,2019-01-23,2014-12-15,2019,1,2019-01,Winter,1500,50.0,4.109589041,22621,Medium-High,Above Ground,131,Medium-High,오디텍,GS네오텍,경부선_독산,Gyeongbu Line_Doksan,95,2번홈_1-2,121.0,2.0,1.0,2.0,장애물센서
93,Gyeongbu Line,명학,Myeonghak,Obstacle Sensor,2019-01-23,2015-12-15,2019,1,2019-01,Winter,1135,37.83333333,3.109589041,10506,Medium-Low,Above Ground,109,Medium-Low,산일전기,우진산전,경부선_명학,Gyeongbu Line_Myeonghak,117,1번홈_8-3,62.0,1.0,8.0,3.0,장애물센서
94,Suin Line,신포,Sinpo,Electrical Stop,2019-01-23,2016-03-15,2019,1,2019-01,Winter,1044,34.8,2.860273973,2181,Low,Underground,82,Low,Unknown,삼중테크,수인선_신포,Suin Line_Sinpo,30,2번홈_1-2,121.0,2.0,1.0,2.0,전기정
95,Ansan Line,상록수,Sangnoksu,DCU,2019-01-24,2011-09-15,2019,1,2019-01,Winter,2688,89.6,7.364383562,19389,Medium-High,Above Ground,126,Medium-High,아트웨어,GS네오텍,안산선_상록수,Ansan Line_Sangnoksu,114,1번홈_2-2,105.0,1.0,2.0,2.0,DCU
96,Gwacheon Line,정부과천청사,Government Complex Gwacheon,Motor,2019-01-25,2011-12-15,2019,1,2019-01,Winter,2598,86.6,7.117808219,16764,Medium-High,Underground,126,Medium-High,대동모벨,GS네오텍,과천선_정부과천청사,Gwacheon Line_Government Complex Gwacheon,40,1번홈_7-2,71.0,1.0,7.0,2.0,모터
97,Suin Line,오이도,Oido,DCU,2019-01-25,2018-01-15,2019,1,2019-01,Winter,375,12.5,1.02739726,10042,Medium-Low,Above Ground,88,Medium-Low,TBR,GS네오텍,수인선_오이도,Suin Line_Oido,37,3번홈_8-2,36.0,3.0,8.0,2.0,DCU
